FRANCHISE_ID,ID,NAME,AREA,BUILDING,PHONE,CUISINE_DESCRIPTION,PHONE_AREA_CODE,FRANCHISE_LOCATION_COUNT,IS_FRANCHISE
PANDA DELIGHT_1_41544857,41544857,PANDA DELIGHT,RICHMOND HILL,121,7184887540,Chinese,718,1,False
PANDA EXPRESS # 2792_1_50071792,50071792,PANDA EXPRESS # 2792,TORONTO,2852,2126780139,Chinese,212,1,False
PANDA EXPRESS #2622_1_50053441,50053441,PANDA EXPRESS #2622,TORONTO,663,2129699289,Chinese,212,1,False
PANDA EXPRESS #2769_1_50073866,50073866,PANDA EXPRESS #2769,RICHMOND HILL,416,6314323970,Chinese,631,1,False
PANDA EXPRESS #2845_1_50081351,50081351,PANDA EXPRESS #2845,ETOBICOKE,160-02,7182973189,Chinese,718,1,False
PANDA EXPRESS INC_2_50173884,50173884,PANDA EXPRESS INC,RICHMOND HILL,84,6267999898,,626,2,True
PANDA EXPRESS INC_2_50178388,50178388,PANDA EXPRESS INC,ETOBICOKE,71-14,6267999898,,626,2,True
PANDA EXPRESS_13_50012812,50012812,PANDA EXPRESS,ETOBICOKE,90-15,3473444068,Chinese,347,13,True
PANDA EXPRESS_13_50034729,50034729,PANDA EXPRESS,TORONTO,1277,2122881323,Chinese,212,13,True
PANDA EXPRESS_13_50039631,50039631,PANDA EXPRESS,NORTH YORK,1,7189330088,Chinese,718,13,True
PANDA EXPRESS_13_50050381,50050381,PANDA EXPRESS,TORONTO,414,9176393302,Chinese,917,13,True
PANDA EXPRESS_13_50050386,50050386,PANDA EXPRESS,TORONTO,835,2123552821,Chinese,212,13,True
PANDA EXPRESS_13_50050390,50050390,PANDA EXPRESS,ETOBICOKE,90-04,7189970262,Chinese,718,13,True
PANDA EXPRESS_13_50053436,50053436,PANDA EXPRESS,RICHMOND HILL,2166,7188590368,Chinese,718,13,True
PANDA EXPRESS_13_50055636,50055636,PANDA EXPRESS,RICHMOND HILL,423,7182463898,Chinese,718,13,True
PANDA EXPRESS_13_50120405,50120405,PANDA EXPRESS,NORTH YORK,2192,6267999898,Chinese,626,13,True
PANDA EXPRESS_13_50134450,50134450,PANDA EXPRESS,TORONTO,237,6267999898,Chinese,626,13,True
PANDA EXPRESS_13_50142191,50142191,PANDA EXPRESS,TORONTO,130,6267999898,Chinese,626,13,True
PANDA EXPRESS_13_50145244,50145244,PANDA EXPRESS,ETOBICOKE,27-14,9174124629,Chinese,917,13,True
PANDA EXPRESS_13_50156245,50156245,PANDA EXPRESS,ETOBICOKE,22-21,3477830398,Chinese,347,13,True
PANDA GARDEN QUEENS_1_50067762,50067762,PANDA GARDEN QUEENS,ETOBICOKE,59-17,7185058888,Chinese,718,1,False
PANDA GARDEN RESTAURANT_1_41600900,41600900,PANDA GARDEN RESTAURANT,RICHMOND HILL,9708,7186801126,Chinese,718,1,False
PANDA GARDEN_3_50078624,50078624,PANDA GARDEN,ETOBICOKE,147-01,7184618899,Chinese,718,3,True
PANDA GARDEN_3_50091501,50091501,PANDA GARDEN,SCARBOROUGH,128,7189801189,Chinese,718,3,True
PANDA GARDEN_3_50114767,50114767,PANDA GARDEN,ETOBICOKE,215-10,7182258899,Chinese,718,3,True
PANDA HARLEM_1_50120464,50120464,PANDA HARLEM,TORONTO,2331,9176132058,Asian/Asian Fusion,917,1,False
PANDA HOUSE_4_41556473,41556473,PANDA HOUSE,ETOBICOKE,204-02,7187763838,Chinese,718,4,True
PANDA HOUSE_4_50044549,50044549,PANDA HOUSE,RICHMOND HILL,530D,7182777700,Chinese,718,4,True
PANDA HOUSE_4_50115281,50115281,PANDA HOUSE,NORTH YORK,2001,7183685959,Continental,718,4,True
PANDA HOUSE_4_50116877,50116877,PANDA HOUSE,TORONTO,82B,2125695200,Chinese,212,4,True
PANDA KING KITCHEN_1_50123039,50123039,PANDA KING KITCHEN,ETOBICOKE,149-11,7183219292,Chinese,718,1,False
PANDA KING_1_50117344,50117344,PANDA KING,ETOBICOKE,220-16,9176500282,Chinese,917,1,False
PANDA KITCHEN_2_50072538,50072538,PANDA KITCHEN,RICHMOND HILL,943A,9175159383,Chinese,917,2,True
PANDA KITCHEN_2_50072803,50072803,PANDA KITCHEN,ETOBICOKE,146-11,7183223446,Chinese,718,2,True
PANDA RESTAURANT_2_50059508,50059508,PANDA RESTAURANT,NORTH YORK,5625,7186016586,Chinese,718,2,True
PANDA RESTAURANT_2_50093533,50093533,PANDA RESTAURANT,NORTH YORK,791,7185180612,Chinese,718,2,True
PANDA_2_50144077,50144077,PANDA,RICHMOND HILL,7018,9178686815,Chinese,917,2,True
PANDA_2_50152961,50152961,PANDA,NORTH YORK,3218,6463715702,Chinese,646,2,True
PANDO'S_1_50149373,50149373,PANDO'S,RICHMOND HILL,227,6315989297,Coffee/Tea,631,1,False
PANEANTICO BAKERY_1_40750062,40750062,PANEANTICO BAKERY,RICHMOND HILL,9124,7186802347,Bakery Products/Desserts,718,1,False
PANEORAMA BAKERY_1_50087873,50087873,PANEORAMA BAKERY,ETOBICOKE,95-20,7188052525,Bakery Products/Desserts,718,1,False
PANERA BREAD #6283_1_50128554,50128554,PANERA BREAD #6283,TORONTO,300,3147320469,Sandwiches,314,1,False
PANERA BREAD #6309_1_50162022,50162022,PANERA BREAD #6309,TORONTO,1359,3149841000,Sandwiches/Salads/Mixed Buffet,314,1,False
PANERA BREAD #6366_1_50150570,50150570,PANERA BREAD #6366,NORTH YORK,46,3473357139,American,347,1,False
PANERA BREAD #7024_1_50143329,50143329,PANERA BREAD #7024,TORONTO,50,3149841000,Sandwiches,314,1,False
PANERA BREAD #7027_1_50144233,50144233,PANERA BREAD #7027,TORONTO,285,3149841000,Sandwiches/Salads/Mixed Buffet,314,1,False
PANERA BREAD #9202_1_50142521,50142521,PANERA BREAD #9202,TORONTO,525,3149843489,American,314,1,False
PANERA BREAD #9330_1_50127843,50127843,PANERA BREAD #9330,TORONTO,462,3149843489,Soups/Salads/Sandwiches,314,1,False
PANERA BREAD #9331_1_50128118,50128118,PANERA BREAD #9331,TORONTO,462,3149841000,Coffee/Tea,314,1,False
PANERA BREAD_15_41240596,41240596,PANERA BREAD,SCARBOROUGH,280,7184942451,Sandwiches,718,15,True
PANERA BREAD_15_41280375,41280375,PANERA BREAD,ETOBICOKE,38-01,7189374740,American,718,15,True
PANERA BREAD_15_41320919,41320919,PANERA BREAD,ETOBICOKE,73-25,7188974680,American,718,15,True
PANERA BREAD_15_41320925,41320925,PANERA BREAD,ETOBICOKE,254-41,7182246320,American,718,15,True
PANERA BREAD_15_41427712,41427712,PANERA BREAD,ETOBICOKE,23-58,7184237600,American,718,15,True
PANERA BREAD_15_41582117,41582117,PANERA BREAD,ETOBICOKE,61-35,2018184669,American,201,15,True
PANERA BREAD_15_41648183,41648183,PANERA BREAD,RICHMOND HILL,345,7186430345,Soups/Salads/Sandwiches,718,15,True
PANERA BREAD_15_50067730,50067730,PANERA BREAD,RICHMOND HILL,528,7186471876,American,718,15,True
PANERA BREAD_15_50112499,50112499,PANERA BREAD,SCARBOROUGH,2636,2018184669,American,201,15,True
PANERA BREAD_15_50129878,50129878,PANERA BREAD,TORONTO,110,6467817548,Sandwiches,646,15,True
PANERA BREAD_15_50132845,50132845,PANERA BREAD,TORONTO,1534,9174105792,Sandwiches/Salads/Mixed Buffet,917,15,True
PANERA BREAD_15_50133227,50133227,PANERA BREAD,ETOBICOKE,50-05,7183959885,Bakery Products/Desserts,718,15,True
PANERA BREAD_15_50141314,50141314,PANERA BREAD,TORONTO,2333,3329105025,Sandwiches,332,15,True
PANERA BREAD_15_50142022,50142022,PANERA BREAD,ETOBICOKE,137-20,4074927644,Sandwiches,407,15,True
PANERA BREAD_15_50142276,50142276,PANERA BREAD,NORTH YORK,340,7188622585,Sandwiches,718,15,True
"PANERA, LLC_1_50136467",50136467,"PANERA, LLC",ETOBICOKE,270-05,3149843489,Soups/Salads/Sandwiches,314,1,False
PANETINO BAKERY_1_50104813,50104813,PANETINO BAKERY,ETOBICOKE,32-13,3472996821,Bakery Products/Desserts,347,1,False
PANGAT_1_50148509,50148509,PANGAT,RICHMOND HILL,369,3474220059,Southeast Asian,347,1,False
PANGEA_1_40385157,40385157,PANGEA,TORONTO,178,2129950900,Mediterranean,212,1,False
PANINERIA_2_50107462,50107462,PANINERIA,TORONTO,9,9173883257,Italian,917,2,True
PANINERIA_2_50146219,50146219,PANINERIA,TORONTO,322,6463705543,Sandwiches,646,2,True
PANINI CAFE_1_50170878,50170878,PANINI CAFE,RICHMOND HILL,4017,3479557057,,347,1,False
PANINI GRILL_1_50010629,50010629,PANINI GRILL,SCARBOROUGH,538,7189812999,Italian,718,1,False
PANINI LA CAFE_1_50004337,50004337,PANINI LA CAFE,RICHMOND HILL,45,3474966538,Jewish/Kosher,347,1,False
PANINI NATURAL FOODS_1_50046232,50046232,PANINI NATURAL FOODS,TORONTO,589,2122139199,Sandwiches,212,1,False
PANINO RUSTICO BAYA BAR_1_50136144,50136144,PANINO RUSTICO BAYA BAR,ETOBICOKE,431A,7182102220,Sandwiches,718,1,False
PANINO RUSTICO II_1_50061393,50061393,PANINO RUSTICO II,RICHMOND HILL,5801,7184447261,Italian,718,1,False
PANINO RUSTICO OF HOWARD BEACH_1_50150235,50150235,PANINO RUSTICO OF HOWARD BEACH,ETOBICOKE,161-16,7182902636,Italian,718,1,False
PANINO RUSTICO OF STATEN ISLAND_1_50072526,50072526,PANINO RUSTICO OF STATEN ISLAND,SCARBOROUGH,2110,7183510100,Italian,718,1,False
PANINO RUSTICO_3_50002097,50002097,PANINO RUSTICO,RICHMOND HILL,8222,7182366343,Italian,718,3,True
PANINO RUSTICO_3_50107993,50107993,PANINO RUSTICO,SCARBOROUGH,895,3473614704,Italian,347,3,True
PANINO RUSTICO_3_50131075,50131075,PANINO RUSTICO,RICHMOND HILL,8901,9177030830,Italian,917,3,True
PANINO TOASTY DELICIOUS_1_50089635,50089635,PANINO TOASTY DELICIOUS,RICHMOND HILL,5401,7185000344,,718,1,False
PANINO_1_50113746,50113746,PANINO,RICHMOND HILL,5401,9292899013,Jewish/Kosher,929,1,False
PANKO EXPRESS_1_50000919,50000919,PANKO EXPRESS,RICHMOND HILL,7802,7189688399,Chinese,718,1,False
PANKS BROADWAY INC_1_50174334,50174334,PANKS BROADWAY INC,TORONTO,1450,5168518055,,516,1,False
PANNA II GARDEN INDIAN RESTAURANT_1_41362111,41362111,PANNA II GARDEN INDIAN RESTAURANT,TORONTO,93,2125984610,Indian,212,1,False
PANORAMA OF MY SILENCE-HEART_1_50001939,50001939,PANORAMA OF MY SILENCE-HEART,ETOBICOKE,84-73,7182064960,Coffee/Tea,718,1,False
PANORAMA ROOM_1_50141166,50141166,PANORAMA ROOM,TORONTO,22,6465222900,New American,646,1,False
PANORAMA_2_50091771,50091771,PANORAMA,ETOBICOKE,87-08,7185059162,Latin American,718,2,True
PANORAMA_2_50135548,50135548,PANORAMA,ETOBICOKE,,7037237264,American,703,2,True
PANSHI RESTAURANT & PARTY HALL_1_50159864,50159864,PANSHI RESTAURANT & PARTY HALL,ETOBICOKE,168-37,5169579029,Bangladeshi,516,1,False
PANTRY MARKET EATERY_1_50065723,50065723,PANTRY MARKET EATERY,ETOBICOKE,24-20,7186062299,Sandwiches/Salads/Mixed Buffet,718,1,False
PANUOZZO_1_50143985,50143985,PANUOZZO,RICHMOND HILL,301,9179091234,Pizza,917,1,False
PANYA_1_50171798,50171798,PANYA,RICHMOND HILL,934,9176795983,,917,1,False
PANZEROTTI BITES_1_50070867,50070867,PANZEROTTI BITES,RICHMOND HILL,235,3477200269,Italian,347,1,False
PANZÓN_1_50130499,50130499,PANZÓN,RICHMOND HILL,23,2673120781,Other,267,1,False
PAN_1_50108486,50108486,PAN,ETOBICOKE,1563,7182192613,Pizza,718,1,False
PAO DE QUEIJO & CO._1_41300703,41300703,PAO DE QUEIJO & CO.,ETOBICOKE,31-90,7182041979,Brazilian,718,1,False
PAO DE QUEIJO_1_50159831,50159831,PAO DE QUEIJO,ETOBICOKE,31-90,9173258744,,917,1,False
PAOLA'S OSTERIA_1_50099702,50099702,PAOLA'S OSTERIA,TORONTO,1246,2129235820,Italian,212,1,False
PAOLA'S RESTAURANT_1_50107708,50107708,PAOLA'S RESTAURANT,TORONTO,1361,9179026368,Italian,917,1,False
PAOLINA_1_50169071,50169071,PAOLINA,RICHMOND HILL,287,9419936053,,941,1,False
PAPA CHICKEN_3_50147459,50147459,PAPA CHICKEN,ETOBICOKE,105-25,3479352341,Chicken,347,3,True
PAPA CHICKEN_3_50149398,50149398,PAPA CHICKEN,ETOBICOKE,160-42,9172516122,Other,917,3,True
PAPA CHICKEN_3_50162883,50162883,PAPA CHICKEN,ETOBICOKE,147-09,9172516122,Chicken,917,3,True
PAPA D'AMOUR_1_50164234,50164234,PAPA D'AMOUR,TORONTO,64,9174880412,,917,1,False
PAPA JOHN'S PIZZA_19_50067153,50067153,PAPA JOHN'S PIZZA,ETOBICOKE,109-28,5165743314,Pizza,516,19,True
PAPA JOHN'S PIZZA_19_50070439,50070439,PAPA JOHN'S PIZZA,NORTH YORK,868,7187927272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070443,50070443,PAPA JOHN'S PIZZA,NORTH YORK,3929,7184057272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070444,50070444,PAPA JOHN'S PIZZA,NORTH YORK,1520,7185897272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070445,50070445,PAPA JOHN'S PIZZA,NORTH YORK,2733,7188827272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070447,50070447,PAPA JOHN'S PIZZA,NORTH YORK,3746,7186817272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070923,50070923,PAPA JOHN'S PIZZA,NORTH YORK,1979,7182957272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070925,50070925,PAPA JOHN'S PIZZA,TORONTO,2119,2129967272,Pizza,212,19,True
PAPA JOHN'S PIZZA_19_50070927,50070927,PAPA JOHN'S PIZZA,TORONTO,343,2129797272,Pizza,212,19,True
PAPA JOHN'S PIZZA_19_50070932,50070932,PAPA JOHN'S PIZZA,TORONTO,703,2124917272,Pizza,212,19,True
PAPA JOHN'S PIZZA_19_50070940,50070940,PAPA JOHN'S PIZZA,TORONTO,896,2128647272,Pizza,212,19,True
PAPA JOHN'S PIZZA_19_50070943,50070943,PAPA JOHN'S PIZZA,TORONTO,1709,2122817272,Pizza,212,19,True
PAPA JOHN'S PIZZA_19_50070952,50070952,PAPA JOHN'S PIZZA,ETOBICOKE,90-35,7187607272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50070957,50070957,PAPA JOHN'S PIZZA,ETOBICOKE,43-04,7186723773,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50087110,50087110,PAPA JOHN'S PIZZA,ETOBICOKE,55-42,5165743314,Pizza,516,19,True
PAPA JOHN'S PIZZA_19_50115344,50115344,PAPA JOHN'S PIZZA,RICHMOND HILL,12,7188047272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50146456,50146456,PAPA JOHN'S PIZZA,NORTH YORK,161,3477746684,Pizza,347,19,True
PAPA JOHN'S PIZZA_19_50152832,50152832,PAPA JOHN'S PIZZA,RICHMOND HILL,146,7185967272,Pizza,718,19,True
PAPA JOHN'S PIZZA_19_50171275,50171275,PAPA JOHN'S PIZZA,RICHMOND HILL,2124,9173026461,Pizza,917,19,True
PAPA JOHN'S_29_41006323,41006323,PAPA JOHN'S,ETOBICOKE,162-02,7185917272,Pizza,718,29,True
PAPA JOHN'S_29_41160209,41160209,PAPA JOHN'S,RICHMOND HILL,1016,7183387272,Pizza,718,29,True
PAPA JOHN'S_29_41283963,41283963,PAPA JOHN'S,RICHMOND HILL,5804,7189217272,Pizza,718,29,True
PAPA JOHN'S_29_41419643,41419643,PAPA JOHN'S,ETOBICOKE,99-06,7185077991,Pizza,718,29,True
PAPA JOHN'S_29_41575103,41575103,PAPA JOHN'S,ETOBICOKE,40-12,7187847272,Pizza,718,29,True
PAPA JOHN'S_29_50016118,50016118,PAPA JOHN'S,ETOBICOKE,133-38,7184817272,Pizza,718,29,True
PAPA JOHN'S_29_50016745,50016745,PAPA JOHN'S,ETOBICOKE,199-22,7184657272,Pizza,718,29,True
PAPA JOHN'S_29_50017891,50017891,PAPA JOHN'S,RICHMOND HILL,3528,7186467272,Pizza,718,29,True
PAPA JOHN'S_29_50018322,50018322,PAPA JOHN'S,ETOBICOKE,147-14,7184637272,Pizza,718,29,True
PAPA JOHN'S_29_50018699,50018699,PAPA JOHN'S,RICHMOND HILL,138,7188527272,Pizza,718,29,True
PAPA JOHN'S_29_50034110,50034110,PAPA JOHN'S,ETOBICOKE,35-48,7187287272,Pizza,718,29,True
PAPA JOHN'S_29_50037026,50037026,PAPA JOHN'S,RICHMOND HILL,1654,7182567272,Pizza,718,29,True
PAPA JOHN'S_29_50042768,50042768,PAPA JOHN'S,ETOBICOKE,103-03,9172956250,Pizza,917,29,True
PAPA JOHN'S_29_50067786,50067786,PAPA JOHN'S,RICHMOND HILL,3234,5165743314,Pizza,516,29,True
PAPA JOHN'S_29_50075622,50075622,PAPA JOHN'S,RICHMOND HILL,1009,7184437272,Pizza,718,29,True
PAPA JOHN'S_29_50075628,50075628,PAPA JOHN'S,RICHMOND HILL,1915,7182957272,Pizza,718,29,True
PAPA JOHN'S_29_50075726,50075726,PAPA JOHN'S,RICHMOND HILL,215,7187747272,Pizza,718,29,True
PAPA JOHN'S_29_50076302,50076302,PAPA JOHN'S,NORTH YORK,2241,7185977272,Pizza,718,29,True
PAPA JOHN'S_29_50077397,50077397,PAPA JOHN'S,ETOBICOKE,147-20,7182957272,Pizza,718,29,True
PAPA JOHN'S_29_50087174,50087174,PAPA JOHN'S,TORONTO,4117,2127957272,Pizza,212,29,True
PAPA JOHN'S_29_50106461,50106461,PAPA JOHN'S,RICHMOND HILL,1257,7183997272,Pizza,718,29,True
PAPA JOHN'S_29_50117339,50117339,PAPA JOHN'S,RICHMOND HILL,604,3477746684,Pizza,347,29,True
PAPA JOHN'S_29_50117340,50117340,PAPA JOHN'S,ETOBICOKE,89-53,3477746684,Pizza,347,29,True
PAPA JOHN'S_29_50117772,50117772,PAPA JOHN'S,NORTH YORK,475,7182928773,Pizza,718,29,True
PAPA JOHN'S_29_50117773,50117773,PAPA JOHN'S,NORTH YORK,362,7182957272,Pizza,718,29,True
PAPA JOHN'S_29_50129755,50129755,PAPA JOHN'S,RICHMOND HILL,1701,7182517272,Pizza,718,29,True
PAPA JOHN'S_29_50143162,50143162,PAPA JOHN'S,ETOBICOKE,193-18,7182243311,Pizza,718,29,True
PAPA JOHN'S_29_50156368,50156368,PAPA JOHN'S,RICHMOND HILL,2124,9179166025,Pizza,917,29,True
PAPA JOHN'S_29_50163037,50163037,PAPA JOHN'S,ETOBICOKE,64-08,7189457272,Pizza,718,29,True
PAPA JOHNS PIZZA_5_50127838,50127838,PAPA JOHNS PIZZA,SCARBOROUGH,2175,9173026461,Pizza,917,5,True
PAPA JOHNS PIZZA_5_50127839,50127839,PAPA JOHNS PIZZA,RICHMOND HILL,8015,7182387272,Pizza,718,5,True
PAPA JOHNS PIZZA_5_50127840,50127840,PAPA JOHNS PIZZA,RICHMOND HILL,189,3478457562,Pizza,347,5,True
PAPA JOHNS PIZZA_5_50127841,50127841,PAPA JOHNS PIZZA,SCARBOROUGH,1190,7182957272,Pizza,718,5,True
PAPA JOHNS PIZZA_5_50154791,50154791,PAPA JOHNS PIZZA,RICHMOND HILL,945,9173026461,Other,917,5,True
PAPA JOHNS_2_50143165,50143165,PAPA JOHNS,ETOBICOKE,49-19,3477746684,Pizza,347,2,True
PAPA JOHNS_2_50143166,50143166,PAPA JOHNS,ETOBICOKE,94-31,3477746684,Pizza,347,2,True
PAPA MIKES BRICK OVEN PIZZA_1_50135625,50135625,PAPA MIKES BRICK OVEN PIZZA,RICHMOND HILL,7416,7184967319,Pizza,718,1,False
PAPA SAN_1_50163761,50163761,PAPA SAN,TORONTO,501,9173999606,Fusion,917,1,False
PAPA YE RESTAURANT_1_41612730,41612730,PAPA YE RESTAURANT,NORTH YORK,196,7186813240,African,718,1,False
PAPA'S PASTA_1_50141768,50141768,PAPA'S PASTA,ETOBICOKE,39-40,6467321032,Italian,646,1,False
"PAPACARL RESTAURANT & BAKERY, INC_1_50145250",50145250,"PAPACARL RESTAURANT & BAKERY, INC",RICHMOND HILL,3401,9175003700,Creole,917,1,False
PAPACHENCHARSIUBAO CORP_1_50178660,50178660,PAPACHENCHARSIUBAO CORP,ETOBICOKE,61-17,3472350424,,347,1,False
PAPAS POLLO INC._1_50175054,50175054,PAPAS POLLO INC.,TORONTO,1764,9179352683,,917,1,False
PAPASITO MEXICAN GRILL_1_41477055,41477055,PAPASITO MEXICAN GRILL,TORONTO,223,2125440001,Mexican,212,1,False
PAPATHAI_1_50151960,50151960,PAPATHAI,TORONTO,2115,6462756791,,646,1,False
PAPATZUL_1_41188476,41188476,PAPATZUL,TORONTO,55,2122748225,Mexican,212,1,False
PAPAYA DOG_1_50043818,50043818,PAPAYA DOG,TORONTO,333,2126279748,Hotdogs,212,1,False
PAPAYA_1_50154881,50154881,PAPAYA,TORONTO,206,9177741787,American,917,1,False
PAPAYE DINER_1_50057973,50057973,PAPAYE DINER,NORTH YORK,2300,7186760771,African,718,1,False
PAPAZZIO_1_50163997,50163997,PAPAZZIO,ETOBICOKE,39-38,9147332795,Italian,914,1,False
PAPER SONS CAFE_1_50158483,50158483,PAPER SONS CAFE,TORONTO,10,3473865274,Coffee/Tea,347,1,False
PAPI CARNE LOUNGE LLC_1_50177363,50177363,PAPI CARNE LOUNGE LLC,NORTH YORK,370,3477238100,,347,1,False
PAPI PASTA & PIZZA_1_50160245,50160245,PAPI PASTA & PIZZA,TORONTO,485,6468990285,Pizza,646,1,False
PAPI'S CHEESE STEAKS_1_50146583,50146583,PAPI'S CHEESE STEAKS,NORTH YORK,983,9294623519,Steakhouse,929,1,False
PAPI'S GRILL_1_50093102,50093102,PAPI'S GRILL,RICHMOND HILL,161,9179090589,Mexican,917,1,False
PAPILLON_1_41103208,41103208,PAPILLON,TORONTO,22,2127549006,French,212,1,False
PAPPA RICH RESTAURANT_1_50106846,50106846,PAPPA RICH RESTAURANT,ETOBICOKE,39-16,8177032073,Asian/Asian Fusion,817,1,False
PAPPARDELLA_1_41585567,41585567,PAPPARDELLA,TORONTO,316,2125957996,Italian,212,1,False
PAPPARICH_1_50165486,50165486,PAPPARICH,TORONTO,123,3478619730,,347,1,False
PAQ'S TAKE OUT_1_50113744,50113744,PAQ'S TAKE OUT,TORONTO,143,2126742071,Mexican,212,1,False
PAQUITA_1_50113001,50113001,PAQUITA,TORONTO,242,5622603333,Coffee/Tea,562,1,False
PAR AVION GROUP LLC_1_50157591,50157591,PAR AVION GROUP LLC,TORONTO,37,9174347533,,917,1,False
PARA TI COLOMBIA CON SABOR_1_40928949,40928949,PARA TI COLOMBIA CON SABOR,ETOBICOKE,172-35,7182986096,Latin American,718,1,False
PARADA 47 MEXICAN RESTAURANT_1_50032887,50032887,PARADA 47 MEXICAN RESTAURANT,TORONTO,526,2127573737,Mexican,212,1,False
PARADE GROUNDS SNACK BAR_1_41068088,41068088,PARADE GROUNDS SNACK BAR,RICHMOND HILL,50,7188566028,American,718,1,False
PARADIS IN THE PARK_1_50112028,50112028,PARADIS IN THE PARK,TORONTO,524,6464200171,American,646,1,False
PARADIS TO GO_1_41225183,41225183,PARADIS TO GO,TORONTO,114,6464166709,American,646,1,False
PARADISE ALLEY_1_50173126,50173126,PARADISE ALLEY,ETOBICOKE,41-09,7184968642,,718,1,False
PARADISE ISLAND RESTAURANT AND TIKI BAR_1_50125366,50125366,PARADISE ISLAND RESTAURANT AND TIKI BAR,SCARBOROUGH,225,8458273460,American,845,1,False
PARADISE LOST_1_50134932,50134932,PARADISE LOST,TORONTO,100,9293994666,American,929,1,False
PARADISE SPORTS BAR_1_50156796,50156796,PARADISE SPORTS BAR,ETOBICOKE,97-15,9295758334,Mexican,929,1,False
PARADISE SWEETS AND BAKERY_1_50078096,50078096,PARADISE SWEETS AND BAKERY,RICHMOND HILL,6739,7189212000,Middle Eastern,718,1,False
PARADOR CALENO_1_41410556,41410556,PARADOR CALENO,ETOBICOKE,45-07,7189376700,Latin American,718,1,False
PARAGON_1_50119820,50119820,PARAGON,RICHMOND HILL,990,6462729092,American,646,1,False
PARAISO AZTECA RESTAURANT_1_41598995,41598995,PARAISO AZTECA RESTAURANT,RICHMOND HILL,1681,7189989860,Mexican,718,1,False
PARAISO AZTECA_1_41072640,41072640,PARAISO AZTECA,ETOBICOKE,102-53,9175156471,Latin American,917,1,False
PARAISO BAR & LOUNGE_1_50079707,50079707,PARAISO BAR & LOUNGE,ETOBICOKE,184-11,7184544213,Bottled Beverages,718,1,False
PARAISO BAR_1_50088499,50088499,PARAISO BAR,RICHMOND HILL,1752,7187596698,Spanish,718,1,False
PARAISO COLOMBIANO_1_50105929,50105929,PARAISO COLOMBIANO,ETOBICOKE,106-20,7186995054,Spanish,718,1,False
PARAISO JUICE BAR_1_50158687,50158687,PARAISO JUICE BAR,NORTH YORK,1108,6462880362,"Juice, Smoothies, Fruit Salads",646,1,False
PARAMOUNT BAR_1_50156348,50156348,PARAMOUNT BAR,TORONTO,235,4134544292,American,413,1,False
PARAMOUNT CLUB_1_50148415,50148415,PARAMOUNT CLUB,TORONTO,1301,2122373197,American,212,1,False
PARASHADES_1_50131083,50131083,PARASHADES,RICHMOND HILL,241,9175677316,Pizza,917,1,False
PARATHA WALA_1_50103804,50103804,PARATHA WALA,ETOBICOKE,103-09,2127314547,Indian,212,1,False
PARC OASIS CAJUN_1_50168940,50168940,PARC OASIS CAJUN,RICHMOND HILL,4521,7183388886,Seafood,718,1,False
PARC OASIS_1_50052708,50052708,PARC OASIS,RICHMOND HILL,6403,9292922010,Seafood,929,1,False
PARCELLE_2_50121140,50121140,PARCELLE,TORONTO,135C,2122580722,Other,212,2,True
PARCELLE_2_50149783,50149783,PARCELLE,TORONTO,72,2122580722,Italian,212,2,True
PARCEROS BAKERY & COFFEE SHOP_1_50069439,50069439,PARCEROS BAKERY & COFFEE SHOP,ETOBICOKE,63-54,7184248444,Latin American,718,1,False
PARCEROS BAKERY II_1_50108569,50108569,PARCEROS BAKERY II,ETOBICOKE,30-15,3476088152,Latin American,347,1,False
PARCEROS_1_50157127,50157127,PARCEROS,RICHMOND HILL,6824,3475606110,Latin American,347,1,False
PARCHE LATINO_1_50168824,50168824,PARCHE LATINO,ETOBICOKE,69-15,7186789681,,718,1,False
PARDON ME_1_50158103,50158103,PARDON ME,TORONTO,162,9172444085,French,917,1,False
PARDON MY FRENCH_1_50011059,50011059,PARDON MY FRENCH,TORONTO,103,2123589683,French,212,1,False
PARDON MY SUB_1_50130387,50130387,PARDON MY SUB,ETOBICOKE,39-33,7188198521,Sandwiches,718,1,False
PARILLA AZTECA_1_50093295,50093295,PARILLA AZTECA,NORTH YORK,1288,7187081177,Mexican,718,1,False
PARIS BAGUETTE_35_41521360,41521360,PARIS BAGUETTE,TORONTO,6,2122440404,Bakery Products/Desserts,212,35,True
PARIS BAGUETTE_35_50002559,50002559,PARIS BAGUETTE,TORONTO,567,2129210404,Bakery Products/Desserts,212,35,True
PARIS BAGUETTE_35_50035662,50035662,PARIS BAGUETTE,TORONTO,977,3329100404,Bakery Products/Desserts,332,35,True
PARIS BAGUETTE_35_50057019,50057019,PARIS BAGUETTE,ETOBICOKE,45-22,7187060404,Bakery Products/Desserts,718,35,True
